        Time / s                o1,1/real
           3.5792194e-09                  -4.4274268e-05
           3.5822096e-09                  -9.2565606e-05
           3.5851997e-09                  -0.00013823944
             3.58819e-09                   -0.0001797791
             3.59118e-09                  -0.00021576812
           3.5941703e-09                  -0.00024496246
           3.5971603e-09                  -0.00026636134
           3.6001506e-09                  -0.00027925876
           3.6031407e-09                   -0.0002832649
           3.6061309e-09                  -0.00027829915
            3.609121e-09                  -0.00026456584
           3.6121113e-09                  -0.00024252775
           3.6151013e-09                  -0.00021288719
           3.6180914e-09                  -0.00017657423
           3.6210817e-09                   -0.0001347342
           3.6240717e-09                  -8.8702946e-05
            3.627062e-09                  -3.9963455e-05
            3.630052e-09                   9.9146218e-06
           3.6330423e-09                   5.9343052e-05
           3.6360324e-09                   0.00010677894
           3.6390226e-09                   0.00015077612
           3.6420127e-09                   0.00019002236
            3.645003e-09                   0.00022336697
            3.647993e-09                   0.00024984506
           3.6509833e-09                   0.00026870158
           3.6539733e-09                   0.00027941371
           3.6569636e-09                   0.00028170607
           3.6599537e-09                    0.0002755539
           3.6629439e-09                   0.00026117353
            3.665934e-09                   0.00023900406
           3.6689243e-09                   0.00020968731
           3.6719143e-09                   0.00017405042
           3.6749044e-09                    0.0001330911
           3.6778947e-09                   8.7960187e-05
           3.6808847e-09                   3.9934457e-05
            3.683875e-09                  -9.6231997e-06
            3.686865e-09                  -5.9313046e-05
           3.6898553e-09                  -0.00010774766
           3.6928454e-09                  -0.00015359059
           3.6958356e-09                  -0.00019557892
           3.6988257e-09                  -0.00023253277
            3.701816e-09                  -0.00026336222
            3.704806e-09                  -0.00028708353
           3.7077963e-09                  -0.00030285137
           3.7107863e-09                  -0.00031000361
           3.7137766e-09                  -0.00030810636
           3.7167667e-09                  -0.00029698468
           3.7197569e-09                  -0.00027672976
            3.722747e-09                  -0.00024768431
           3.7257371e-09                  -0.00021041848
           3.7287275e-09                  -0.00016571145
           3.7317176e-09                  -0.00011454861
           3.7347077e-09                  -5.8132395e-05
           3.7376977e-09                    2.106648e-06
           3.7406878e-09                    6.451644e-05
           3.7436783e-09                   0.00012726017
           3.7466683e-09                   0.00018838287
           3.7496584e-09                   0.00024589436
           3.7526484e-09                   0.00029784863
           3.7556389e-09                   0.00034240403
            3.758629e-09                   0.00037786184
            3.761619e-09                   0.00040269375
           3.7646091e-09                   0.00041557691
           3.7675996e-09                   0.00041545054
           3.7705896e-09                   0.00040159476
           3.7735797e-09                   0.00037371676
           3.7765697e-09                   0.00033202069
           3.7795602e-09                   0.00027723971
           3.7825503e-09                   0.00021062275
           3.7855403e-09                   0.00013388589
           3.7885304e-09                   4.9148846e-05
           3.7915209e-09                  -4.1123225e-05
           3.7945109e-09                  -0.00013416405
            3.797501e-09                  -0.00022694565
            3.800491e-09                  -0.00031623308
           3.8034811e-09                  -0.00039867478
           3.8064716e-09                  -0.00047093554
           3.8094616e-09                  -0.00052986114
           3.8124517e-09                  -0.00057264761
           3.8154417e-09                  -0.00059698703
           3.8184322e-09                     -0.00060117
           3.8214223e-09                  -0.00058414618
           3.8244123e-09                  -0.00054555701
           3.8274024e-09                  -0.00048576319
           3.8303929e-09                    -0.000405878
           3.8333829e-09                  -0.00030780153
            3.836373e-09                  -0.00019423576
            3.839363e-09                    -6.86536e-05
           3.8423535e-09                   6.4795058e-05
           3.8453436e-09                   0.00020143937
           3.8483337e-09                   0.00033628551
           3.8513237e-09                   0.00046422682
           3.8543142e-09                    0.0005802401
           3.8573043e-09                   0.00067955797
           3.8602943e-09                   0.00075782277
           3.8632844e-09                   0.00081123877
           3.8662744e-09                   0.00083673518
           3.8692649e-09                   0.00083213858
            3.872255e-09                   0.00079633703
            3.875245e-09                   0.00072940806
           3.8782351e-09                   0.00063268415
           3.8812256e-09                   0.00050874311
           3.8842156e-09                   0.00036132892
           3.8872057e-09                   0.00019522087
           3.8901957e-09                   1.6071303e-05
           3.8931862e-09                  -0.00016977519
           3.8961763e-09                  -0.00035548085
           3.8991663e-09                   -0.0005339398
           3.9021564e-09                  -0.00069803622
           3.9051469e-09                   -0.0008409319
           3.9081369e-09                  -0.00095636875
            3.911127e-09                   -0.0010389587
            3.914117e-09                   -0.0010844382
           3.9171075e-09                   -0.0010898698
           3.9200976e-09                   -0.0010537874
           3.9230876e-09                  -0.00097629032
           3.9260777e-09                  -0.00085909147
           3.9290677e-09                  -0.00070551882
           3.9320582e-09                  -0.00052045955
           3.9350483e-09                  -0.00031023391
           3.9380383e-09                  -8.2389211e-05
           3.9410284e-09                   0.00015458118
           3.9440189e-09                   0.00039157586
           3.9470089e-09                   0.00061925291
            3.949999e-09                   0.00082840089
            3.952989e-09                    0.0010102967
           3.9559795e-09                    0.0011570465
           3.9589696e-09                    0.0012619089
           3.9619596e-09                    0.0013196027
           3.9649497e-09                    0.0013265844
           3.9679402e-09                    0.0012812723
           3.9709303e-09                    0.0011841902
           3.9739203e-09                    0.0010380073
           3.9769104e-09                   0.00084746873
           3.9799009e-09                   0.00061922782
           3.9828909e-09                   0.00036160374
            3.985881e-09                   8.4286425e-05
            3.988871e-09                  -0.00020199898
           3.9918611e-09                  -0.00048586953
           3.9948516e-09                  -0.00075570948
           3.9978416e-09                   -0.0010001437
           4.0008317e-09                   -0.0012085428
           4.0038217e-09                   -0.0013715251
           4.0068122e-09                   -0.0014814109
           4.0098023e-09                   -0.0015325892
           4.0127923e-09                   -0.0015217747
           4.0157824e-09                   -0.0014481568
           4.0187729e-09                   -0.0013134568
           4.0217629e-09                   -0.0011219111
            4.024753e-09                  -0.00088018592
            4.027743e-09                  -0.00059721165
           4.0307335e-09                  -0.00028391363
           4.0337236e-09                   4.7179099e-05
           4.0367136e-09                   0.00038244351
           4.0397037e-09                    0.0007077608
           4.0426937e-09                    0.0010091513
           4.0456842e-09                    0.0012733915
           4.0486743e-09                    0.0014885708
           4.0516643e-09                    0.0016445748
           4.0546544e-09                    0.0017334983
           4.0576449e-09                    0.0017500034
           4.0606349e-09                    0.0016916237
            4.063625e-09                    0.0015589929
            4.066615e-09                     0.001355961
           4.0696055e-09                    0.0010895536
           4.0725956e-09                   0.00076975196
           4.0755856e-09                   0.00040909756
           4.0785757e-09                   2.2162378e-05
           4.0815662e-09                   -0.0003750633
           4.0845562e-09                  -0.00076581509
           4.0875463e-09                   -0.0011332032
           4.0905364e-09                   -0.0014608614
           4.0935269e-09                   -0.0017336053
           4.0965169e-09                   -0.0019380988
            4.099507e-09                   -0.0020635086
            4.102497e-09                   -0.0021020959
           4.1054871e-09                   -0.0020496852
           4.1084776e-09                    -0.001905954
           4.1114676e-09                    -0.001674519
           4.1144577e-09                   -0.0013628294
           4.1174477e-09                  -0.00098189828
           4.1204382e-09                  -0.00054591568
           4.1234283e-09                  -7.1767354e-05
           4.1264183e-09                   0.00042153755
           4.1294084e-09                   0.00091354293
           4.1323989e-09                    0.0013831357
           4.1353889e-09                    0.0018094364
            4.138379e-09                    0.0021727441
            4.141369e-09                    0.0024554676
           4.1443595e-09                    0.0026429633
           4.1473496e-09                    0.0027242249
           4.1503396e-09                    0.0026923984
           4.1533297e-09                    0.0025451225
           4.1563202e-09                    0.0022847131
           4.1593102e-09                    0.0019182045
           4.1623003e-09                    0.0014572379
           4.1652903e-09                   0.00091777288
           4.1682804e-09                   0.00031959641
           4.1712709e-09                  -0.00031438051
           4.1742609e-09                  -0.00095901551
            4.177251e-09                    -0.001587963
            4.180241e-09                   -0.0021747663
           4.1832315e-09                   -0.0026939469
           4.1862216e-09                   -0.0031220436
           4.1892116e-09                   -0.0034385773
           4.1922017e-09                   -0.0036269317
           4.1951922e-09                   -0.0036751321
           4.1981822e-09                   -0.0035764971
           4.2011723e-09                   -0.0033301089
           4.2041624e-09                   -0.0029410538
           4.2071528e-09                   -0.0024203889
           4.2101429e-09                   -0.0017848297
            4.213133e-09                   -0.0010561806
            4.216123e-09                  -0.00026055265
           4.2191135e-09                   0.00057257537
           4.2221036e-09                    0.0014114177
           4.2250936e-09                    0.0022230397
           4.2280837e-09                    0.0029745977
           4.2310737e-09                    0.0036346414
           4.2340642e-09                    0.0041744304
           4.2370543e-09                    0.0045692003
           4.2400443e-09                    0.0047992924
           4.2430344e-09                    0.0048510754
           4.2460249e-09                    0.0047176047
           4.2490149e-09                    0.0043990049
            4.252005e-09                     0.003902582
            4.254995e-09                    0.0032426857
           4.2579855e-09                    0.0024403301
           4.2609756e-09                    0.0015225739
           4.2639656e-09                   0.00052164728
           4.2669557e-09                   -0.0005261692
           4.2699462e-09                   -0.0015818918
           4.2729362e-09                   -0.0026053428
           4.2759263e-09                   -0.0035567393
           4.2789163e-09                   -0.0043982691
           4.2819068e-09                   -0.0050955745
           4.2848969e-09                   -0.0056191026
           4.2878869e-09                   -0.0059452825
            4.290877e-09                   -0.0060575181
            4.293867e-09                   -0.0059469766
           4.2968575e-09                   -0.0056131235
           4.2998476e-09                   -0.0050639519
           4.3028376e-09                   -0.0043158629
           4.3058277e-09                   -0.0033931723
           4.3088182e-09                    -0.002327261
           4.3118082e-09                    -0.001155425
           4.3147983e-09                   8.0502534e-05
           4.3177883e-09                    0.0013356793
           4.3207788e-09                    0.0025638775
           4.3237689e-09                    0.0037191599
            4.326759e-09                    0.0047575808
            4.329749e-09                    0.0056388704
           4.3327395e-09                    0.0063280407
           4.3357296e-09                    0.0067968355
           4.3387196e-09                    0.0070249327
           4.3417097e-09                    0.0070008226
           4.3447002e-09                    0.0067223203
           4.3476902e-09                    0.0061966972
           4.3506803e-09                    0.0054404587
           4.3536703e-09                    0.0044787941
           4.3566604e-09                    0.0033447242
           4.3596509e-09                    0.0020779732
           4.3626409e-09                   0.00072357652
            4.365631e-09                  -0.00066974747
            4.368621e-09                   -0.0020514093
           4.3716115e-09                   -0.0033708671
           4.3746016e-09                   -0.0045795562
           4.3775916e-09                   -0.0056327349
           4.3805817e-09                   -0.0064911647
           4.3835722e-09                   -0.0071225706
           4.3865622e-09                   -0.0075028436
           4.3895523e-09                   -0.0076169586
           4.3925423e-09                   -0.0074595809
           4.3955328e-09                   -0.0070353304
           4.3985229e-09                   -0.0063586636
           4.4015129e-09                   -0.0054533649
            4.404503e-09                   -0.0043516578
           4.4074935e-09                   -0.0030929814
           4.4104835e-09                    -0.001722499
           4.4134736e-09                  -0.00028941801
           4.4164636e-09                    0.0011548086
           4.4194537e-09                    0.0025583403
           4.4224442e-09                    0.0038708225
           4.4254342e-09                    0.0050452263
           4.4284243e-09                    0.0060395924
           4.4314143e-09                    0.0068186121
           4.4344048e-09                    0.0073549463
           4.4373949e-09                    0.0076302234
           4.4403849e-09                    0.0076356619
            4.443375e-09                    0.0073723006
           4.4463655e-09                    0.0068508587
           4.4493556e-09                    0.0060912562
           4.4523456e-09                    0.0051218309
           4.4553357e-09                     0.003978278
           4.4583262e-09                    0.0027023379
           4.4613162e-09                    0.0013402507
           4.4643063e-09                  -5.8969861e-05
           4.4672963e-09                   -0.0014453772
           4.4702868e-09                   -0.0027699606
           4.4732769e-09                   -0.0039864425
           4.4762669e-09                   -0.0050529279
            4.479257e-09                   -0.0059333444
            4.482247e-09                    -0.006598643
           4.4852375e-09                   -0.0070277341
           4.4882276e-09                   -0.0072081499
           4.4912176e-09                   -0.0071364096
           4.4942077e-09                   -0.0068180594
           4.4971982e-09                   -0.0062673725
           4.5001882e-09                   -0.0055067083
           4.5031783e-09                   -0.0045655626
           4.5061683e-09                   -0.0034793641
           4.5091588e-09                   -0.0022880854
           4.5121489e-09                   -0.0010347385
           4.5151389e-09                   0.00023618733
            4.518129e-09                    0.0014803044
           4.5211195e-09                    0.0026548821
           4.5241095e-09                    0.0037203375
           4.5270996e-09                    0.0046416041
           4.5300896e-09                    0.0053893155
           4.5330797e-09                    0.0059407488
           4.5360702e-09                    0.0062804795
           4.5390602e-09                    0.0064007398
           4.5420503e-09                    0.0063014957
           4.5450403e-09                    0.0059902593
           4.5480308e-09                    0.0054816715
           4.5510209e-09                    0.0047968649
           4.5540109e-09                    0.0039626248
            4.557001e-09                    0.0030103442
           4.5599915e-09                    0.0019748153
           4.5629815e-09                   0.00089290127
           4.5659716e-09                   -0.0001978309
           4.5689617e-09                   -0.0012604462
           4.5719522e-09                   -0.0022598773
           4.5749422e-09                   -0.0031640271
           4.5779323e-09                   -0.0039447262
           4.5809223e-09                   -0.0045785517
           4.5839128e-09                   -0.0050475025
           4.5869029e-09                   -0.0053395107
           4.5898929e-09                   -0.0054487544
            4.592883e-09                   -0.0053757308
            4.595873e-09                    -0.005127064
           4.5988635e-09                   -0.0047150678
           4.6018536e-09                   -0.0041571027
           4.6048436e-09                   -0.0034748036
           4.6078337e-09                   -0.0026932326
           4.6108242e-09                   -0.0018400034
           4.6138142e-09                    -0.000944386
           4.6168043e-09                  -3.6376819e-05
           4.6197943e-09                    0.0008542671
           4.6227848e-09                    0.0016990138
           4.6257749e-09                    0.0024715126
           4.6287649e-09                    0.0031484533
            4.631755e-09                    0.0037102613
           4.6347455e-09                    0.0041415947
           4.6377355e-09                    0.0044316463
           4.6407256e-09                    0.0045742798
           4.6437156e-09                    0.0045680515
           4.6467061e-09                    0.0044161445
           4.6496962e-09                    0.0041262079
           4.6526862e-09                    0.0037100906
           4.6556763e-09                    0.0031834214
           4.6586663e-09                    0.0025650365
           4.6616568e-09                    0.0018762707
           4.6646469e-09                    0.0011401677
           4.6676369e-09                   0.00038068142
            4.670627e-09                  -0.00037808114
           4.6736175e-09                   -0.0011125464
           4.6766075e-09                   -0.0018003008
           4.6795976e-09                   -0.0024206815
           4.6825877e-09                   -0.0029553499
           4.6855781e-09                   -0.0033888416
           4.6885682e-09                   -0.0037090513
           4.6915583e-09                   -0.0039076069
           4.6945483e-09                   -0.0039800867
           4.6975388e-09                   -0.0039260602
           4.7005289e-09                   -0.0037489845
           4.7035189e-09                   -0.0034559846
            4.706509e-09                   -0.0030575688
           4.7094995e-09                   -0.0025673006
           4.7124895e-09                   -0.0020014204
           4.7154796e-09                   -0.0013783944
           4.7184696e-09                  -0.00071836862
           4.7214597e-09                  -4.2526081e-05
           4.7244502e-09                   0.00062761892
           4.7274402e-09                    0.0012709404
           4.7304303e-09                    0.0018673785
           4.7334203e-09                    0.0023985377
           4.7364108e-09                    0.0028481998
           4.7394009e-09                    0.0032027634
           4.7423909e-09                    0.0034516288
            4.745381e-09                    0.0035875337
           4.7483715e-09                    0.0036068202
           4.7513615e-09                    0.0035095997
           4.7543516e-09                    0.0032997713
           4.7573416e-09                    0.0029848842
           4.7603321e-09                    0.0025758478
           4.7633222e-09                    0.0020865283
           4.7663122e-09                    0.0015332754
           4.7693023e-09                   0.00093440735
           4.7722928e-09                   0.00030966784
           4.7752828e-09                  -0.00032036135
           4.7782729e-09                   -0.0009349027
           4.7812629e-09                   -0.0015136802
            4.784253e-09                   -0.0020376428
           4.7872435e-09                   -0.0024896611
           4.7902335e-09                   -0.0028551407
           4.7932236e-09                   -0.0031225071
           4.7962136e-09                   -0.0032835496
           4.7992041e-09                   -0.0033336347
           4.8021942e-09                   -0.0032718196
           4.8051843e-09                   -0.0031008821
           4.8081743e-09                    -0.002827266
           4.8111648e-09                   -0.0024609196
           4.8141549e-09                   -0.0020149969
           4.8171449e-09                   -0.0015054048
            4.820135e-09                  -0.00095020968
           4.8231255e-09                  -0.00036894478
           4.8261155e-09                   0.00021812377
           4.8291056e-09                   0.00079071888
           4.8320956e-09                    0.0013292322
           4.8350861e-09                    0.0018153569
           4.8380762e-09                    0.0022326852
           4.8410662e-09                    0.0025672754
           4.8440563e-09                    0.0028081771
           4.8470463e-09                    0.0029478723
           4.8500368e-09                     0.002982585
           4.8530269e-09                    0.0029124166
           4.8560169e-09                    0.0027412898
            4.859007e-09                    0.0024767194
           4.8619975e-09                    0.0021294532
           4.8649875e-09                    0.0017130286
           4.8679776e-09                     0.001243278
           4.8709676e-09                   0.00073778769
           4.8739581e-09                   0.00021530263
           4.8769482e-09                  -0.00030493748
           4.8799382e-09                  -0.00080392393
           4.8829283e-09                   -0.0012636341
           4.8859188e-09                   -0.0016677603
           4.8889088e-09                   -0.0020023524
           4.8918989e-09                   -0.0022563271
           4.8948889e-09                   -0.0024218268
           4.8978794e-09                   -0.0024944323
           4.9008695e-09                   -0.0024732531
           4.9038595e-09                   -0.0023609106
           4.9068496e-09                   -0.0021634207
           4.9098396e-09                   -0.0018899628
           4.9128301e-09                   -0.0015525225
           4.9158202e-09                   -0.0011654038
           4.9188102e-09                  -0.00074462814
           4.9218003e-09                  -0.00030725822
           4.9247908e-09                   0.00012930938
           4.9277809e-09                   0.00054803857
           4.9307709e-09                   0.00093290675
            4.933761e-09                    0.0012695026
           4.9367515e-09                     0.001545563
           4.9397415e-09                    0.0017514372
           4.9427316e-09                    0.0018804601
           4.9457216e-09                    0.0019292067
           4.9487121e-09                     0.001897603
           4.9517022e-09                    0.0017888832
           4.9546922e-09                    0.0016093965
           4.9576823e-09                    0.0013682911
           4.9606723e-09                    0.0010771004
           4.9636628e-09                   0.00074925704
           4.9666529e-09                   0.00039954355
           4.9696429e-09                   4.3486645e-05
            4.972633e-09                  -0.00030329925
           4.9756235e-09                  -0.00062579568
           4.9786135e-09                   -0.0009102521
           4.9816036e-09                    -0.001144794
           4.9845936e-09                   -0.0013199229
           4.9875841e-09                   -0.0014288764
           4.9905742e-09                   -0.0014678527
           4.9935642e-09                   -0.0014361101
           4.9965543e-09                   -0.0013359684
           4.9995448e-09                   -0.0011727239
           5.0025348e-09                  -0.00095446757
           5.0055249e-09                  -0.00069178629
           5.0085149e-09                  -0.00039732747
           5.0115054e-09                  -8.5228734e-05
           5.0144955e-09                   0.00022955606
           5.0174855e-09                   0.00053197716
           5.0204756e-09                   0.00080759177
           5.0234656e-09                    0.0010431972
           5.0264561e-09                    0.0012273721
           5.0294462e-09                    0.0013509287
           5.0324362e-09                    0.0014072915
           5.0354263e-09                    0.0013928129
           5.0384168e-09                    0.0013070082
           5.0414068e-09                    0.0011526773
           5.0443969e-09                   0.00093586982
            5.047387e-09                    0.0006656652
           5.0503774e-09                   0.00035377458
           5.0533675e-09                   1.3998266e-05
           5.0563576e-09                  -0.00033840063
           5.0593476e-09                   -0.0006873539
           5.0623381e-09                   -0.0010166429
           5.0653282e-09                    -0.001310545
           5.0683182e-09                    -0.001554478
           5.0713083e-09                   -0.0017356492
           5.0742988e-09                   -0.0018436882
           5.0772888e-09                   -0.0018712163
           5.0802789e-09                   -0.0018142916
           5.0832689e-09                   -0.0016726743
            5.086259e-09                   -0.0014498882
           5.0892495e-09                   -0.0011530863
           5.0922395e-09                   -0.0007927643
           5.0952296e-09                  -0.00038236339
           5.0982196e-09                   6.2204941e-05
           5.1012101e-09                   0.00052310847
           5.1042002e-09                   0.00098123297
           5.1071902e-09                     0.001416923
           5.1101803e-09                    0.0018108154
           5.1131708e-09                    0.0021447218
           5.1161608e-09                    0.0024024902
           5.1191509e-09                    0.0025707746
           5.1221409e-09                    0.0026396478
           5.1251314e-09                    0.0026030478
           5.1281215e-09                    0.0024590585
           5.1311115e-09                    0.0022100552
           5.1341016e-09                    0.0018627266
           5.1370921e-09                    0.0014279648
           5.1400821e-09                   0.00092059566
           5.1430722e-09                   0.00035891536
           5.1460622e-09                  -0.00023597811
           5.1490523e-09                  -0.00084103248
           5.1520428e-09                   -0.0014322081
           5.1550328e-09                    -0.001985485
           5.1580229e-09                   -0.0024778401
            5.161013e-09                    -0.002888151
           5.1640034e-09                   -0.0031980183
           5.1669935e-09                   -0.0033925066
           5.1699836e-09                   -0.0034608121
           5.1729736e-09                   -0.0033968315
           5.1759641e-09                   -0.0031995843
           5.1789542e-09                   -0.0028734277
           5.1819442e-09                    -0.002428019
           5.1849343e-09                   -0.0018780062
           5.1879248e-09                   -0.0012424832
           5.1909148e-09                  -0.00054425525
           5.1939049e-09                   0.00019101464
           5.1968949e-09                   0.00093573873
           5.1998854e-09                    0.0016613933
           5.2028755e-09                    0.0023395629
           5.2058655e-09                    0.0029430345
           5.2088556e-09                    0.0034469145
           5.2118456e-09                     0.003829712
           5.2148361e-09                    0.0040743086
           5.2178262e-09                    0.0041687391
           5.2208162e-09                    0.0041067316
           5.2238063e-09                    0.0038879942
           5.2267968e-09                    0.0035182605
           5.2297868e-09                    0.0030091326
           5.2327769e-09                    0.0023777359
           5.2357669e-09                    0.0016461909
           5.2387574e-09                   0.00084088702
           5.2417475e-09                  -8.4544008e-06
           5.2447375e-09                  -0.00086991006
           5.2477276e-09                   -0.0017106289
           5.2507181e-09                   -0.0024981692
           5.2537081e-09                   -0.0032018065
           5.2566982e-09                   -0.0037937381
           5.2596882e-09                   -0.0042501404
           5.2626787e-09                   -0.0045520682
           5.2656688e-09                   -0.0046861945
           5.2686588e-09                    -0.004645397
           5.2716489e-09                   -0.0044291569
           5.2746389e-09                   -0.0040437249
           5.2776294e-09                   -0.0035020059
           5.2806195e-09                   -0.0028231314
           5.2836095e-09                   -0.0020317291
           5.2865996e-09                   -0.0011569457
           5.2895901e-09                  -0.00023129405
           5.2925802e-09                   0.00071059039
           5.2955702e-09                    0.0016332327
           5.2985603e-09                    0.0025016107
           5.3015508e-09                    0.0032824459
           5.3045408e-09                    0.0039454782
           5.3075309e-09                     0.004464685
           5.3105209e-09                    0.0048193806
           5.3135114e-09                    0.0049951104
           5.3165015e-09                    0.0049842731
           5.3194915e-09                    0.0047864197
           5.3224816e-09                    0.0044082403
           5.3254721e-09                     0.003863269
           5.3284621e-09                    0.0031713555
           5.3314522e-09                    0.0023579409
           5.3344422e-09                    0.0014531619
           5.3374323e-09                    0.0004907808
           5.3404228e-09                  -0.00049305655
           5.3434128e-09                   -0.0014612054
           5.3464029e-09                    -0.002376996
           5.3493929e-09                   -0.0032057075
           5.3523834e-09                   -0.0039159511
           5.3553735e-09                   -0.0044808802
           5.3583635e-09                   -0.0048791822
           5.3613536e-09                   -0.0050958404
           5.3643441e-09                   -0.0051226607
           5.3673341e-09                   -0.0049585751
           5.3703242e-09                   -0.0046097119
           5.3733142e-09                   -0.0040892055
           5.3763047e-09                   -0.0034167294
           5.3792948e-09                   -0.0026177436
           5.3822848e-09                   -0.0017224862
           5.3852749e-09                  -0.00076476322
           5.3882654e-09                   0.00021938744
           5.3912554e-09                    0.0011930835
           5.3942455e-09                    0.0021199801
           5.3972355e-09                    0.0029656074
           5.4002256e-09                      0.00369864
           5.4032161e-09                    0.0042920685
           5.4062061e-09                    0.0047242343
           5.4091962e-09                    0.0049796696
           5.4121863e-09                    0.0050496883
           5.4151768e-09                    0.0049326872
           5.4181668e-09                    0.0046341382
           5.4211569e-09                     0.004166293
           5.4241469e-09                    0.0035476405
           5.4271374e-09                     0.002802152
           5.4301275e-09                    0.0019583611
           5.4331175e-09                    0.0010482948
           5.4361076e-09                   0.00010627092
           5.4390981e-09                  -0.00083240896
           5.4420881e-09                   -0.0017328297
           5.4450782e-09                   -0.0025618279
           5.4480682e-09                   -0.0032892721
           5.4510583e-09                   -0.0038891898
           5.4540488e-09                   -0.0043406854
           5.4570388e-09                   -0.0046286318
           5.4600289e-09                   -0.0047441325
           5.4630189e-09                   -0.0046847682
           5.4660094e-09                    -0.004454629
           5.4689995e-09                   -0.0040641297
           5.4719895e-09                   -0.0035295866
           5.4749796e-09                   -0.0028725574
           5.4779701e-09                   -0.0021189526
           5.4809601e-09                   -0.0012979659
           5.4839502e-09                  -0.00044088269
           5.4869402e-09                   0.00042015841
           5.4899307e-09                    0.0012533884
           5.4929208e-09                      0.00202857
           5.4959108e-09                    0.0027180742
           5.4989009e-09                    0.0032978519
           5.5018914e-09                    0.0037482798
           5.5048814e-09                      0.00405485
           5.5078715e-09                    0.0042086653
           5.5108615e-09                    0.0042067044
           5.5138516e-09                    0.0040518381
           5.5168421e-09                    0.0037525974
           5.5198321e-09                    0.0033227224
           5.5228222e-09                    0.0027805292
           5.5258123e-09                    0.0021481304
           5.5288027e-09                    0.0014505449
           5.5317928e-09                   0.00071472104
           5.5347829e-09                  -3.1502161e-05
           5.5377729e-09                  -0.00076046353
           5.5407634e-09                   -0.0014457339
           5.5437535e-09                   -0.0020631042
           5.5467435e-09                   -0.0025914568
           5.5497336e-09                   -0.0030134842
           5.5527241e-09                   -0.0033162332
           5.5557141e-09                   -0.0034914734
           5.5587042e-09                     -0.00353589
           5.5616942e-09                   -0.0034511075
           5.5646847e-09                   -0.0032435332
           5.5676748e-09                   -0.0029240206
           5.5706648e-09                   -0.0025073506
           5.5736549e-09                   -0.0020115522
           5.5766449e-09                   -0.0014570997
           5.5796354e-09                  -0.00086604082
           5.5826255e-09                  -0.00026111025
           5.5856155e-09                    0.0003351307
           5.5886056e-09                   0.00090110465
           5.5915961e-09                    0.0014169695
           5.5945861e-09                    0.0018653041
           5.5975762e-09                     0.002231715
           5.6005662e-09                    0.0025053311
           5.6035567e-09                    0.0026791496
           5.6065468e-09                    0.0027501995
           5.6095368e-09                    0.0027195073
           5.6125269e-09                    0.0025918793
           5.6155174e-09                    0.0023755401
           5.6185074e-09                     0.002081672
           5.6214975e-09                    0.0017238955
           5.6244875e-09                     0.001317706
            5.627478e-09                   0.00087986881
           5.6304681e-09                   0.00042776656
           5.6334581e-09                  -2.1295709e-05
           5.6364482e-09                  -0.00045079627
           5.6394382e-09                  -0.00084566366
           5.6424287e-09                   -0.0011928458
           5.6454188e-09                    -0.001481737
           5.6484089e-09                   -0.0017044465
           5.6513989e-09                   -0.0018559243
           5.6543894e-09                    -0.001933977
           5.6573795e-09                   -0.0019392092
           5.6603695e-09                   -0.0018749029
           5.6633596e-09                    -0.001746828
           5.6663501e-09                   -0.0015629614
           5.6693401e-09                   -0.0013330954
           5.6723302e-09                   -0.0010683412
           5.6753202e-09                  -0.00078056345
           5.6783107e-09                  -0.00048180198
           5.6813008e-09                  -0.00018374057
           5.6842908e-09                   0.00010273595
           5.6872809e-09                   0.00036788604
           5.6902714e-09                   0.00060337246
           5.6932614e-09                   0.00080246769
           5.6962515e-09                   0.00096022245
           5.6992415e-09                    0.0010735935
           5.7022316e-09                    0.0011415082
           5.7052221e-09                    0.0011648347
           5.7082121e-09                    0.0011462362
           5.7112022e-09                    0.0010899161
           5.7141922e-09                    0.0010012817
           5.7171827e-09                   0.00088657386
           5.7201728e-09                   0.00075250701
           5.7231628e-09                   0.00060594315
           5.7261529e-09                   0.00045360666
           5.7291434e-09                   0.00030182995
           5.7321334e-09                   0.00015631737
           5.7351235e-09                   2.1928881e-05
           5.7381135e-09                  -9.7502358e-05
            5.741104e-09                  -0.00019929372
           5.7440941e-09                  -0.00028195739
           5.7470841e-09                  -0.00034515833
           5.7500742e-09                  -0.00038959802
           5.7530647e-09                  -0.00041684855
           5.7560547e-09                  -0.00042916363
           5.7590448e-09                  -0.00042928429
           5.7620348e-09                  -0.00042024383
           5.7650249e-09                   -0.0004051672
           5.7680154e-09                  -0.00038706249
           5.7710055e-09                  -0.00036860991
           5.7739955e-09                  -0.00035196749
           5.7769856e-09                  -0.00033861882
           5.7799761e-09                  -0.00032928478
           5.7829661e-09                  -0.00032390826
           5.7859562e-09                  -0.00032170393
           5.7889462e-09                  -0.00032125533
           5.7919367e-09                  -0.00032063798
           5.7949268e-09                  -0.00031755696
           5.7979168e-09                  -0.00030949758
           5.8009069e-09                  -0.00029389525
           5.8038974e-09                  -0.00026832891
           5.8068874e-09                  -0.00023073166
           5.8098775e-09                  -0.00017960032
           5.8128675e-09                  -0.00011417597
            5.815858e-09                  -3.4571767e-05
           5.8188481e-09                   5.8165795e-05
           5.8218381e-09                   0.00016205997
           5.8248282e-09                   0.00027425753
           5.8278182e-09                   0.00039111794
           5.8308087e-09                   0.00050832843
           5.8337988e-09                   0.00062104821
           5.8367888e-09                   0.00072408892
           5.8397789e-09                   0.00081214041
