        Time / s                o1,1/real
           3.1994693e-10                  -1.1036236e-06
           3.2293709e-10                  -7.5966755e-06
           3.2592726e-10                  -1.4710894e-05
           3.2891742e-10                  -2.2225629e-05
           3.3190756e-10                  -2.9869641e-05
           3.3489772e-10                  -3.7324506e-05
           3.3788788e-10                  -4.4232085e-05
           3.4087805e-10                  -5.0206363e-05
           3.4386821e-10                  -5.4848959e-05
           3.4685835e-10                  -5.7766945e-05
           3.4984851e-10                  -5.8591551e-05
           3.5283867e-10                  -5.6996796e-05
           3.5582884e-10                  -5.2718053e-05
             3.58819e-10                  -4.5570425e-05
           3.6180914e-10                  -3.5467401e-05
            3.647993e-10                   -2.243913e-05
           3.6778947e-10                  -6.6488219e-06
           3.7077963e-10                   1.1594871e-05
           3.7376979e-10                   3.1831434e-05
           3.7675993e-10                   5.3449556e-05
           3.7975009e-10                   7.5696109e-05
           3.8274026e-10                   9.7692639e-05
           3.8573042e-10                   0.00011845841
           3.8872058e-10                   0.00013693968
           3.9171072e-10                   0.00015204478
           3.9470088e-10                   0.00016268557
           3.9769105e-10                   0.00016782452
           4.0068121e-10                   0.00016652736
           4.0367137e-10                   0.00015801865
           4.0666151e-10                   0.00014173788
           4.0965167e-10                   0.00011739197
           4.1264184e-10                   8.5001011e-05
             4.15632e-10                   4.4934779e-05
           4.1862216e-10                  -2.0623411e-06
            4.216123e-10                  -5.4858239e-05
           4.2460246e-10                  -0.00011193479
           4.2759263e-10                  -0.00017140535
           4.3058279e-10                  -0.00023104998
           4.3357296e-10                  -0.00028837056
           4.3656309e-10                  -0.00034066549
           4.3955325e-10                  -0.00038512336
           4.4254342e-10                  -0.00041893296
           4.4553358e-10                  -0.00043940553
           4.4852375e-10                  -0.00044410469
           4.5151391e-10                  -0.00043097933
           4.5450405e-10                  -0.00039849425
           4.5749421e-10                  -0.00034575479
           4.6048437e-10                  -0.00027261802
           4.6347454e-10                  -0.00017978539
            4.664647e-10                  -6.8869413e-05
           4.6945486e-10                    5.757191e-05
           4.7244503e-10                   0.00019603709
           4.7543514e-10                    0.0003421274
            4.784253e-10                   0.00049063674
           4.8141546e-10                   0.00063568499
           4.8440563e-10                   0.00077089388
           4.8739579e-10                   0.00088960194
           4.9038595e-10                   0.00098511472
           4.9337612e-10                    0.0010509829
           4.9636628e-10                    0.0010813007
           4.9935645e-10                     0.001071014
           5.0234661e-10                    0.0010162247
           5.0533672e-10                     0.000914476
           5.0832688e-10                   0.00076500524
           5.1131704e-10                   0.00056895206
           5.1430721e-10                   0.00032950161
           5.1729737e-10                   5.1958814e-05
           5.2028754e-10                  -0.00025626027
            5.232777e-10                  -0.00058572466
           5.2626786e-10                  -0.00092518062
           5.2925803e-10                   -0.0012618392
           5.3224819e-10                   -0.0015817569
           5.3523835e-10                   -0.0018703039
           5.3822846e-10                   -0.0021127076
           5.4121863e-10                   -0.0022946529
           5.4420879e-10                   -0.0024029207
           5.4719895e-10                   -0.0024260404
           5.5018912e-10                   -0.0023549302
           5.5317928e-10                   -0.0021834949
           5.5616944e-10                   -0.0019091575
           5.5915961e-10                   -0.0015332928
           5.6214977e-10                   -0.0010615308
           5.6513993e-10                  -0.00050391629
           5.6813004e-10                   0.00012509857
           5.7112021e-10                   0.00080685562
           5.7411037e-10                    0.0015188811
           5.7710053e-10                    0.0022354703
            5.800907e-10                    0.0029284591
           5.8308086e-10                    0.0035681596
           5.8607103e-10                    0.0041244412
           5.8906119e-10                    0.0045679216
           5.9205135e-10                     0.004871231
           5.9504152e-10                    0.0050102961
           5.9803162e-10                     0.004965601
           6.0102179e-10                    0.0047233668
           6.0401195e-10                    0.0042765895
           6.0700212e-10                      0.00362588
           6.0999228e-10                    0.0027800642
           6.1298244e-10                    0.0017564876
           6.1597261e-10                   0.00058099604
           6.1896277e-10                   -0.0007124336
           6.2195293e-10                   -0.0020824198
            6.249431e-10                   -0.0034812624
           6.2793321e-10                   -0.0048563732
           6.3092337e-10                   -0.0061520198
           6.3391353e-10                   -0.0073113344
            6.369037e-10                   -0.0082785143
           6.3989386e-10                   -0.0090011461
           6.4288402e-10                   -0.0094325626
           6.4587419e-10                   -0.0095341438
           6.4886435e-10                   -0.0092774462
           6.5185451e-10                   -0.0086460924
           6.5484468e-10                   -0.0076372894
           6.5783484e-10                   -0.0062629199
           6.6082495e-10                    -0.004550104
           6.6381511e-10                   -0.0025411942
           6.6680528e-10                  -0.00029314938
           6.6979544e-10                    0.0021237265
           6.7278561e-10                    0.0046276706
           6.7577577e-10                    0.0071279453
           6.7876593e-10                    0.0095278332
            6.817561e-10                      0.01172808
           6.8474626e-10                     0.013630662
           6.8773642e-10                     0.015142747
           6.9072653e-10                     0.016180713
            6.937167e-10                     0.016674034
           6.9670686e-10                     0.016568912
           6.9969702e-10                     0.015831443
           7.0268719e-10                       0.0144502
           7.0567735e-10                     0.012438065
           7.0866751e-10                    0.0098332008
           7.1165768e-10                    0.0066990601
           7.1464784e-10                    0.0031234093
             7.17638e-10                  -0.00078369514
           7.2062811e-10                   -0.0048929108
           7.2361828e-10                   -0.0090595679
           7.2660844e-10                     -0.01312845
            7.295986e-10                    -0.016939284
           7.3258877e-10                    -0.020332733
           7.3557893e-10                    -0.023156691
           7.3856909e-10                    -0.025272636
           7.4155926e-10                    -0.026561756
           7.4454942e-10                    -0.026930647
           7.4753959e-10                     -0.02631627
           7.5052969e-10                    -0.024689998
           7.5351986e-10                    -0.022060495
           7.5651002e-10                    -0.018475324
           7.5950018e-10                    -0.014021067
           7.6249035e-10                   -0.0088219028
           7.6548051e-10                   -0.0030366457
           7.6847068e-10                    0.0031457462
           7.7146084e-10                    0.0095120445
             7.74451e-10                     0.015831845
           7.7744117e-10                     0.021865685
           7.8043133e-10                     0.027373895
           7.8342144e-10                     0.032125842
            7.864116e-10                     0.035909221
           7.8940177e-10                     0.038539056
           7.9239193e-10                     0.039866038
           7.9538209e-10                     0.039783798
           7.9837226e-10                     0.038234878
           8.0136242e-10                     0.035214998
           8.0435258e-10                     0.030775413
           8.0734275e-10                     0.025023254
           8.1033291e-10                     0.018119641
           8.1332302e-10                     0.010275645
           8.1631318e-10                    0.0017461476
           8.1930335e-10                   -0.0071782377
           8.2229351e-10                    -0.016180942
           8.2528367e-10                    -0.024930555
           8.2827384e-10                     -0.03309295
             8.31264e-10                     -0.04034394
           8.3425417e-10                    -0.046382047
           8.3724433e-10                    -0.050940774
           8.4023449e-10                    -0.053800028
            8.432246e-10                    -0.054796062
           8.4621476e-10                    -0.053829607
           8.4920493e-10                    -0.050871767
           8.5219509e-10                    -0.045967381
           8.5518526e-10                    -0.039235678
           8.5817542e-10                    -0.030868074
           8.6116558e-10                    -0.021123137
           8.6415575e-10                    -0.010318793
           8.6714591e-10                    0.0011779785
           8.7013607e-10                     0.012963641
           8.7312618e-10                     0.024612352
           8.7611635e-10                     0.035691496
           8.7910651e-10                     0.045777872
           8.8209667e-10                     0.054473966
           8.8508684e-10                     0.061423641
             8.88077e-10                     0.066326641
           8.9106716e-10                     0.068951339
           8.9405733e-10                     0.069145195
           8.9704749e-10                     0.066842429
           9.0003766e-10                     0.062068608
           9.0302782e-10                     0.054941859
           9.0601793e-10                     0.045670528
           9.0900809e-10                      0.03454734
           9.1199825e-10                     0.021940198
           9.1498842e-10                    0.0082799261
           9.1797858e-10                   -0.0059546228
           9.2096875e-10                    -0.020253591
           9.2395891e-10                    -0.034094617
           9.2694907e-10                     -0.04696219
           9.2993924e-10                    -0.058367122
            9.329294e-10                    -0.067865402
           9.3591956e-10                    -0.075075701
           9.3890973e-10                     -0.07969483
           9.4189989e-10                    -0.081510454
           9.4489006e-10                    -0.080410577
           9.4788022e-10                    -0.076389365
           9.5087027e-10                    -0.069549046
           9.5386044e-10                    -0.060097773
            9.568506e-10                    -0.048343401
           9.5984076e-10                    -0.034683518
           9.6283093e-10                     -0.01959187
           9.6582109e-10                   -0.0036017722
           9.6881125e-10                     0.012712982
           9.7180142e-10                     0.028759062
           9.7479158e-10                     0.043945532
           9.7778174e-10                     0.057705976
           9.8077191e-10                     0.069519974
           9.8376207e-10                     0.078933097
           9.8675224e-10                     0.085574597
            9.897424e-10                     0.089172147
           9.9273256e-10                     0.089563094
           9.9572273e-10                     0.086701706
           9.9871289e-10                     0.080662139
           1.0017031e-09                     0.071636997
           1.0046932e-09                     0.059931327
           1.0076834e-09                     0.045952387
           1.0106734e-09                     0.030195449
           1.0136636e-09                     0.013226094
           1.0166538e-09                   -0.0043402305
           1.0196439e-09                    -0.021860702
           1.0226341e-09                    -0.038688831
           1.0256243e-09                    -0.054198507
           1.0286144e-09                    -0.067807488
           1.0316046e-09                    -0.078999467
           1.0345947e-09                    -0.087343864
           1.0375849e-09                    -0.092512615
           1.0405751e-09                    -0.094293259
           1.0435652e-09                     -0.09259782
           1.0465554e-09                    -0.087467067
           1.0495456e-09                    -0.079069994
           1.0525357e-09                    -0.067698568
           1.0555259e-09                    -0.053757731
           1.0585161e-09                    -0.037751209
           1.0615062e-09                    -0.020263487
           1.0644964e-09                   -0.0019386555
           1.0674865e-09                      0.01654318
           1.0704767e-09                     0.034491014
           1.0734668e-09                     0.051228687
           1.0764569e-09                     0.066120297
           1.0794471e-09                      0.07859432
           1.0824373e-09                     0.088165514
           1.0854274e-09                     0.094453834
           1.0884176e-09                     0.097199515
           1.0914077e-09                     0.096273884
           1.0943979e-09                     0.091685347
           1.0973881e-09                     0.083580315
           1.1003782e-09                     0.072239034
           1.1033684e-09                     0.058066316
           1.1063586e-09                     0.041577548
           1.1093487e-09                     0.023380447
           1.1123389e-09                    0.0041531185
           1.1153291e-09                    -0.015380715
           1.1183192e-09                    -0.034478452
           1.1213094e-09                    -0.052406367
           1.1242995e-09                    -0.068467312
           1.1272897e-09                    -0.082027406
           1.1302799e-09                    -0.092540629
           1.1332699e-09                    -0.099570468
           1.1362601e-09                     -0.10280774
           1.1392502e-09                     -0.10208387
           1.1422404e-09                    -0.097379088
           1.1452306e-09                    -0.088825122
           1.1482207e-09                    -0.076702274
           1.1512109e-09                    -0.061430871
           1.1542011e-09                    -0.043557297
           1.1571912e-09                     -0.02373511
           1.1601814e-09                   -0.0027018096
           1.1631716e-09                     0.018747877
           1.1661617e-09                     0.039791271
           1.1691519e-09                     0.059608504
           1.1721421e-09                     0.077413678
           1.1751322e-09                     0.092485249
           1.1781224e-09                      0.10419443
           1.1811125e-09                      0.11203071
           1.1841027e-09                      0.11562327
           1.1870929e-09                      0.11475752
            1.190083e-09                      0.10938604
           1.1930732e-09                     0.099633403
           1.1960632e-09                     0.085794456
           1.1990534e-09                     0.068326212
           1.2020436e-09                     0.047833402
           1.2050337e-09                     0.025048124
           1.2080239e-09                   0.00080437493
           1.2110141e-09                    -0.023991775
           1.2140042e-09                    -0.048395295
           1.2169944e-09                    -0.071457431
           1.2199846e-09                    -0.092261791
           1.2229747e-09                     -0.10995994
           1.2259649e-09                     -0.12380517
            1.228955e-09                     -0.13318302
           1.2319452e-09                     -0.13763741
           1.2349354e-09                     -0.13689114
           1.2379255e-09                     -0.13086006
           1.2409157e-09                     -0.11966011
           1.2439059e-09                     -0.10360692
            1.246896e-09                    -0.083207846
           1.2498862e-09                    -0.059146471
           1.2528764e-09                    -0.032260284
           1.2558664e-09                    -0.003511847
           1.2588566e-09                     0.026045291
           1.2618467e-09                     0.055304915
           1.2648369e-09                     0.083149269
           1.2678271e-09                      0.10849138
           1.2708172e-09                      0.13031706
           1.2738074e-09                      0.14772494
           1.2767976e-09                      0.15996283
           1.2797877e-09                      0.16645926
           1.2827779e-09                      0.16684866
            1.285768e-09                       0.1609892
           1.2887582e-09                      0.14897241
           1.2917484e-09                      0.13112424
           1.2947385e-09                      0.10799706
           1.2977287e-09                     0.080352783
           1.3007189e-09                     0.049137831
            1.303709e-09                     0.015450563
           1.3066992e-09                    -0.019497674
           1.3096894e-09                    -0.054426394
           1.3126795e-09                     -0.08803317
           1.3156697e-09                     -0.11904246
           1.3186597e-09                     -0.14625424
           1.3216499e-09                     -0.16859058
           1.3246401e-09                     -0.18513829
           1.3276302e-09                     -0.19518603
           1.3306204e-09                     -0.19825432
           1.3336106e-09                     -0.19411692
           1.3366007e-09                     -0.18281321
           1.3395909e-09                     -0.16465032
            1.342581e-09                     -0.14019524
           1.3455712e-09                     -0.11025704
           1.3485614e-09                    -0.075859621
           1.3515515e-09                     -0.03820613
           1.3545417e-09                     0.001364002
           1.3575319e-09                     0.041423663
            1.360522e-09                     0.080510572
           1.3635122e-09                      0.11718175
           1.3665024e-09                      0.15006788
           1.3694925e-09                      0.17792527
           1.3724827e-09                      0.19968373
           1.3754728e-09                      0.21448801
           1.3784629e-09                       0.2217318
           1.3814531e-09                      0.22108224
           1.3844432e-09                      0.21249472
           1.3874334e-09                      0.19621661
           1.3904236e-09                      0.17278031
           1.3934137e-09                      0.14298519
           1.3964039e-09                      0.10786951
            1.399394e-09                     0.068673059
           1.4023842e-09                     0.026792016
           1.4053744e-09                    -0.016272271
           1.4083645e-09                    -0.058968641
           1.4113547e-09                    -0.099753566
           1.4143449e-09                     -0.13714838
            1.417335e-09                     -0.16979431
           1.4203252e-09                     -0.19650313
           1.4233154e-09                     -0.21630158
           1.4263055e-09                     -0.22846757
           1.4292957e-09                      -0.2325573
           1.4322858e-09                     -0.22842154
            1.435276e-09                     -0.21621118
           1.4382662e-09                     -0.19637124
           1.4412562e-09                      -0.1696239
           1.4442464e-09                     -0.13694133
           1.4472366e-09                     -0.09950912
           1.4502267e-09                    -0.058681995
           1.4532169e-09                    -0.015933201
            1.456207e-09                     0.027200216
           1.4591972e-09                     0.069174401
           1.4621874e-09                      0.10849565
           1.4651775e-09                      0.14377521
           1.4681677e-09                      0.17377979
           1.4711579e-09                      0.19747587
            1.474148e-09                      0.21406625
           1.4771382e-09                      0.22301741
           1.4801284e-09                      0.22407691
           1.4831185e-09                      0.21728006
           1.4861087e-09                      0.20294607
           1.4890988e-09                      0.18166339
            1.492089e-09                      0.15426546
           1.4950792e-09                      0.12179734
           1.4980693e-09                     0.085474841
           1.5010594e-09                     0.046637874
           1.5040496e-09                    0.0066996552
           1.5070397e-09                    -0.032906089
           1.5100299e-09                    -0.070777945
             1.51302e-09                     -0.10559767
           1.5160102e-09                      -0.1361772
           1.5190004e-09                     -0.16150016
           1.5219905e-09                     -0.18075632
           1.5249807e-09                     -0.19336793
           1.5279709e-09                      -0.1990069
            1.530961e-09                     -0.19760248
           1.5339512e-09                     -0.18933915
           1.5369414e-09                     -0.17464507
           1.5399315e-09                     -0.15417174
           1.5429217e-09                     -0.12876575
           1.5459118e-09                    -0.099433854
            1.548902e-09                    -0.067302838
           1.5518922e-09                    -0.033575747
           1.5548823e-09                   0.00051378645
           1.5578725e-09                     0.033747427
           1.5608627e-09                     0.064966425
           1.5638527e-09                     0.093112707
           1.5668429e-09                      0.11726521
            1.569833e-09                      0.13667029
           1.5728232e-09                      0.15076512
           1.5758134e-09                      0.15919341
           1.5788035e-09                      0.16181314
           1.5817937e-09                      0.15869613
           1.5847839e-09                      0.15011971
            1.587774e-09                      0.13655099
           1.5907642e-09                       0.1186245
           1.5937544e-09                     0.097114094
           1.5967445e-09                     0.072900482
           1.5997347e-09                     0.046935663
           1.6027248e-09                     0.020205742
            1.605715e-09                   -0.0063064508
           1.6087052e-09                    -0.031657439
           1.6116953e-09                    -0.054976631
           1.6146855e-09                    -0.075496137
           1.6176757e-09                    -0.092575863
           1.6206658e-09                      -0.1057231
           1.6236559e-09                     -0.11460604
            1.626646e-09                     -0.11906082
           1.6296362e-09                     -0.11909205
           1.6326264e-09                     -0.11486689
           1.6356165e-09                     -0.10670335
           1.6386067e-09                    -0.095053107
           1.6415969e-09                    -0.080480054
            1.644587e-09                    -0.063635267
           1.6475772e-09                    -0.045229632
           1.6505673e-09                    -0.026005104
           1.6535575e-09                   -0.0067057689
           1.6565477e-09                     0.011950249
           1.6595378e-09                     0.029296957
            1.662528e-09                     0.044743828
           1.6655182e-09                     0.057795446
           1.6685083e-09                     0.068066828
           1.6714985e-09                     0.075293928
           1.6744887e-09                     0.079339199
           1.6774788e-09                     0.080192104
            1.680469e-09                     0.077964738
           1.6834591e-09                      0.07288301
           1.6864492e-09                     0.065273702
           1.6894394e-09                     0.055548172
           1.6924295e-09                     0.044183291
           1.6954197e-09                     0.031700458
           1.6984099e-09                     0.018643597
              1.7014e-09                    0.0055570146
           1.7043902e-09                   -0.0070360294
           1.7073803e-09                    -0.018653156
           1.7103705e-09                    -0.028870443
           1.7133607e-09                    -0.037337109
           1.7163508e-09                    -0.043786861
            1.719341e-09                    -0.048045598
           1.7223312e-09                    -0.050035238
           1.7253213e-09                     -0.04977366
           1.7283115e-09                     -0.04737084
           1.7313017e-09                    -0.043021414
           1.7342918e-09                    -0.036994062
            1.737282e-09                    -0.029618204
           1.7402721e-09                    -0.021268658
           1.7432623e-09                    -0.012348873
           1.7462524e-09                   -0.0032735043
           1.7492425e-09                    0.0055490006
           1.7522327e-09                     0.013733133
           1.7552229e-09                     0.020931736
            1.758213e-09                     0.026849532
           1.7612032e-09                     0.031254284
           1.7641933e-09                     0.033985142
           1.7671835e-09                      0.03495793
           1.7701737e-09                     0.034167182
           1.7731638e-09                     0.031684894
            1.776154e-09                     0.027656099
           1.7791442e-09                     0.022291541
           1.7821343e-09                     0.015857765
           1.7851245e-09                    0.0086650709
           1.7881147e-09                    0.0010538599
           1.7911048e-09                   -0.0066201035
            1.794095e-09                    -0.014000898
           1.7970851e-09                    -0.020747527
           1.8000753e-09                    -0.026548281
           1.8030655e-09                    -0.031133786
           1.8060556e-09                    -0.034288213
           1.8090457e-09                    -0.035858244
           1.8120359e-09                    -0.035759374
            1.815026e-09                    -0.033979375
           1.8180162e-09                    -0.030578764
           1.8210063e-09                    -0.025688319
           1.8239965e-09                    -0.019503679
           1.8269867e-09                    -0.012277344
           1.8299768e-09                   -0.0043083308
            1.832967e-09                    0.0040700701
           1.8359572e-09                     0.012503962
           1.8389473e-09                     0.020633388
           1.8419375e-09                     0.028107166
           1.8449277e-09                     0.034597419
           1.8479178e-09                     0.039813209
            1.850908e-09                      0.04351275
           1.8538981e-09                     0.045513663
           1.8568883e-09                     0.045700923
           1.8598785e-09                     0.044032097
           1.8628685e-09                     0.040539745
           1.8658588e-09                     0.035330795
           1.8688489e-09                     0.028582947
           1.8718391e-09                     0.020538205
           1.8748292e-09                     0.011493801
           1.8778195e-09                    0.0017908518
           1.8808095e-09                   -0.0081988135
           1.8837998e-09                    -0.018087145
           1.8867898e-09                    -0.027485097
           1.8897801e-09                    -0.036018014
           1.8927702e-09                    -0.043340567
           1.8957604e-09                     -0.04915062
           1.8987505e-09                    -0.053201519
           1.9017405e-09                     -0.05531228
           1.9047308e-09                    -0.055375267
           1.9077209e-09                    -0.053361002
           1.9107111e-09                    -0.049319968
           1.9137012e-09                     -0.04338127
           1.9166915e-09                    -0.035748191
           1.9196815e-09                    -0.026690854
           1.9226718e-09                    -0.016536219
           1.9256619e-09                   -0.0056558317
           1.9286521e-09                    0.0055482341
           1.9316422e-09                     0.016658688
           1.9346325e-09                     0.027259024
           1.9376225e-09                     0.036949541
           1.9406128e-09                     0.045362819
           1.9436028e-09                     0.052177958
           1.9465931e-09                     0.057133082
           1.9495832e-09                     0.060035553
           1.9525734e-09                      0.06076951
           1.9555635e-09                     0.059300475
           1.9585538e-09                     0.055676788
           1.9615438e-09                     0.050027873
           1.9645339e-09                     0.042559367
           1.9675241e-09                     0.033545315
           1.9705142e-09                      0.02331773
           1.9735045e-09                     0.012253899
           1.9764945e-09                   0.00076195458
           1.9794848e-09                    -0.010734735
           1.9824749e-09                    -0.021813717
           1.9854651e-09                    -0.032069512
           1.9884552e-09                    -0.041128978
           1.9914455e-09                    -0.048665322
           1.9944355e-09                    -0.054410294
           1.9974258e-09                    -0.058164053
           2.0004158e-09                     -0.05980235
           2.0034061e-09                    -0.059280794
           2.0063962e-09                    -0.056635968
           2.0093864e-09                    -0.051983431
           2.0123765e-09                    -0.045512665
           2.0153668e-09                    -0.037479203
           2.0183568e-09                     -0.02819429
           2.0213469e-09                    -0.018012479
           2.0243371e-09                    -0.007317719
           2.0273272e-09                    0.0034915684
           2.0303175e-09                     0.014017787
           2.0333075e-09                     0.023879262
           2.0362978e-09                     0.032724552
           2.0392878e-09                     0.040245432
           2.0422781e-09                     0.046188004
           2.0452682e-09                      0.05036157
           2.0482585e-09                     0.052644901
           2.0512485e-09                     0.052989714
           2.0542388e-09                      0.05142124
           2.0572288e-09                     0.048035942
           2.0602191e-09                     0.042996526
           2.0632092e-09                     0.036524471
           2.0661994e-09                      0.02889042
           2.0691895e-09                     0.020402841
           2.0721798e-09                     0.011395417
           2.0751698e-09                    0.0022136983
           2.0781601e-09                   -0.0067984546
           2.0811501e-09                    -0.015312064
           2.0841402e-09                    -0.023025341
           2.0871305e-09                    -0.029674651
           2.0901205e-09                    -0.035043694
           2.0931108e-09                    -0.038970634
           2.0961008e-09                    -0.041352887
           2.0990911e-09                    -0.042149521
           2.1020812e-09                    -0.041381132
           2.1050715e-09                    -0.039127339
           2.1080615e-09                     -0.03552198
           2.1110518e-09                    -0.030746322
           2.1140418e-09                    -0.025020543
           2.1170321e-09                    -0.018593915
           2.1200222e-09                    -0.011734139
           2.1230124e-09                   -0.0047162683
           2.1260025e-09                    0.0021883117
           2.1289928e-09                    0.0087224096
           2.1319828e-09                     0.014652656
           2.1349731e-09                     0.019777887
           2.1379631e-09                     0.023935946
           2.1409534e-09                     0.027008722
           2.1439435e-09                     0.028925207
           2.1469335e-09                     0.029662548
           2.1499238e-09                     0.029245101
           2.1529138e-09                     0.027741615
           2.1559041e-09                     0.025260713
           2.1588942e-09                     0.021944936
           2.1618844e-09                     0.017963657
           2.1648745e-09                     0.013505153
           2.1678648e-09                    0.0087682074
           2.1708548e-09                    0.0039535994
           2.1738451e-09                  -0.00074416841
           2.1768352e-09                   -0.0051445542
           2.1798254e-09                   -0.0090877628
           2.1828155e-09                    -0.012440376
           2.1858058e-09                    -0.015099631
           2.1887958e-09                     -0.01699624
           2.1917861e-09                    -0.018095698
           2.1947761e-09                     -0.01839808
           2.1977664e-09                    -0.017936425
           2.2007565e-09                    -0.016773798
           2.2037467e-09                    -0.014999209
           2.2067368e-09                    -0.012722604
           2.2097268e-09                    -0.010069164
           2.2127171e-09                   -0.0071732239
           2.2157072e-09                   -0.0041720816
           2.2186974e-09                   -0.0011999767
           2.2216875e-09                     0.001617495
           2.2246778e-09                    0.0041683274
           2.2276678e-09                    0.0063582426
           2.2306581e-09                    0.0081138788
           2.2336482e-09                    0.0093849413
           2.2366384e-09                     0.010145253
           2.2396285e-09                     0.010392684
           2.2426188e-09                     0.010148014
           2.2456088e-09                    0.0094528077
           2.2485991e-09                    0.0083664637
           2.2515891e-09                    0.0069626234
           2.2545794e-09                    0.0053251358
           2.2575695e-09                    0.0035437965
           2.2605597e-09                    0.0017100452
           2.2635498e-09                  -8.7206601e-05
           2.2665398e-09                   -0.0017654556
           2.2695301e-09                   -0.0032520425
           2.2725202e-09                   -0.0044870032
           2.2755104e-09                   -0.0054252124
           2.2785005e-09                   -0.0060377396
           2.2814908e-09                    -0.006312368
           2.2844808e-09                   -0.0062533072
           2.2874711e-09                   -0.0058801654
           2.2904612e-09                   -0.0052262787
           2.2934514e-09                   -0.0043365238
           2.2964415e-09                   -0.0032647313
           2.2994318e-09                     -0.00207082
